COMMAND           PID   RSS    VSZ     ELAPSED     TIME      %CPU                     Time
WCCILevent      28602 1094320 1282532 14:23:21 09:27:40      61.67  2017.03.29 13:24:00.519
WCCILevent      28602 1094320 1282532 14:24:21 09:28:16      60.00  2017.03.29 13:25:00.517
WCCILevent      28602 1094320 1282532 14:25:21 09:28:53      61.67  2017.03.29 13:26:00.517
WCCILevent      28602 1094320 1282532 14:26:21 09:29:29      60.00  2017.03.29 13:27:00.519
WCCILevent      28602 1094320 1282532 14:27:21 09:30:06      61.67  2017.03.29 13:28:00.517
WCCILevent      28602 1094320 1282532 14:28:21 09:30:45      65.00  2017.03.29 13:29:00.516
WCCILevent      28602 1094320 1282532 14:29:21 09:31:23      63.33  2017.03.29 13:30:00.515
WCCILevent      28602 1094320 1282532 14:30:21 09:32:00      61.67  2017.03.29 13:31:00.516
WCCILevent      28602 1094320 1282532 14:31:21 09:32:36      60.00  2017.03.29 13:32:00.517
WCCILevent      28602 1094320 1282532 14:32:21 09:33:13      61.67  2017.03.29 13:33:00.521
WCCILevent      28602 1094320 1282532 14:33:21 09:33:49      60.00  2017.03.29 13:34:00.519
WCCILevent      28602 1094320 1282532 14:34:21 09:34:26      61.67  2017.03.29 13:35:00.517
WCCILevent      28602 1094320 1282532 14:35:21 09:35:03      61.67  2017.03.29 13:36:00.517
WCCILevent      28602 1094320 1282532 14:36:21 09:35:39      60.00  2017.03.29 13:37:00.517
WCCILevent      28602 1094320 1282532 14:37:21 09:36:16      61.67  2017.03.29 13:38:00.517
WCCILevent      28602 1094320 1282532 14:38:21 09:36:53      61.67  2017.03.29 13:39:00.517
WCCILevent      28602 1094320 1282532 14:39:21 09:37:29      60.00  2017.03.29 13:40:00.517
WCCILevent      28602 1094320 1282532 14:40:21 09:38:05      60.00  2017.03.29 13:41:00.520
WCCILevent      28602 1094320 1282532 14:41:21 09:38:41      60.00  2017.03.29 13:42:00.515
WCCILevent      28602 1094320 1282532 14:42:21 09:39:18      61.67  2017.03.29 13:43:00.518
WCCILevent      28602 1094320 1282532 14:43:21 09:39:54      60.00  2017.03.29 13:44:00.516
WCCILevent      28602 1094320 1282532 14:44:21 09:40:30      60.00  2017.03.29 13:45:00.517
WCCILevent      28602 1094320 1282532 14:45:21 09:41:06      60.00  2017.03.29 13:46:00.520
WCCILevent      28602 1094320 1282532 14:46:21 09:41:42      60.00  2017.03.29 13:47:00.517
WCCILevent      28602 1094320 1282532 14:47:21 09:42:19      61.67  2017.03.29 13:48:00.516
WCCILevent      28602 1094320 1282532 14:48:21 09:42:55      60.00  2017.03.29 13:49:00.523
WCCILevent      28602 1094320 1282532 14:49:21 09:43:32      61.67  2017.03.29 13:50:00.516
WCCILevent      28602 1094320 1282532 14:50:21 09:44:08      60.00  2017.03.29 13:51:00.520
WCCILevent      28602 1094320 1282532 14:51:21 09:44:44      60.00  2017.03.29 13:52:00.519
WCCILevent      28602 1094320 1282532 14:52:21 09:45:20      60.00  2017.03.29 13:53:00.518
WCCILevent      28602 1094320 1282532 14:53:21 09:45:55      58.33  2017.03.29 13:54:00.515
WCCILevent      28602 1094320 1282532 14:54:21 09:46:31      60.00  2017.03.29 13:55:00.517
WCCILevent      28602 1094320 1282532 14:55:21 09:47:07      60.00  2017.03.29 13:56:00.516
WCCILevent      28602 1094320 1282532 14:56:21 09:47:43      60.00  2017.03.29 13:57:00.515
WCCILevent      28602 1094320 1282532 14:57:21 09:48:19      60.00  2017.03.29 13:58:00.527
WCCILevent      28602 1094320 1282532 14:58:21 09:48:56      61.67  2017.03.29 13:59:00.524
WCCILevent      28602 1094320 1282532 14:59:21 09:49:34      63.33  2017.03.29 14:00:00.515
WCCILevent      28602 1094320 1282532 15:00:21 09:50:12      63.33  2017.03.29 14:01:00.518
WCCILevent      28602 1094320 1282532 15:01:21 09:50:48      60.00  2017.03.29 14:02:00.516
WCCILevent      28602 1094320 1282532 15:02:21 09:51:24      60.00  2017.03.29 14:03:00.519
WCCILevent      28602 1094320 1282532 15:03:21 09:52:00      60.00  2017.03.29 14:04:00.517
WCCILevent      28602 1094320 1282532 15:04:21 09:52:37      61.67  2017.03.29 14:05:00.521
WCCILevent      28602 1094320 1282532 15:05:21 09:53:14      61.67  2017.03.29 14:06:00.516
WCCILevent      28602 1094320 1282532 15:06:21 09:53:52      63.33  2017.03.29 14:07:00.520
WCCILevent      28602 1094320 1282532 15:07:21 09:54:29      61.67  2017.03.29 14:08:00.517
WCCILevent      28602 1094320 1282532 15:08:21 09:55:07      63.33  2017.03.29 14:09:00.516
WCCILevent      28602 1094320 1282532 15:09:21 09:55:44      61.67  2017.03.29 14:10:00.515
WCCILevent      28602 1094320 1282532 15:10:21 09:56:22      63.33  2017.03.29 14:11:00.516
WCCILevent      28602 1094320 1282532 15:11:21 09:56:59      61.67  2017.03.29 14:12:00.530
WCCILevent      28602 1094320 1282532 15:12:21 09:57:37      63.33  2017.03.29 14:13:00.519
WCCILevent      28602 1094320 1282532 15:13:21 09:58:14      61.67  2017.03.29 14:14:00.520
WCCILevent      28602 1094320 1282532 15:14:21 09:58:52      63.33  2017.03.29 14:15:00.518
WCCILevent      28602 1094320 1282532 15:15:21 09:59:29      61.67  2017.03.29 14:16:00.516
WCCILevent      28602 1094320 1282532 15:16:21 10:00:07      63.33  2017.03.29 14:17:00.520
WCCILevent      28602 1094320 1282532 15:17:21 10:00:44      61.67  2017.03.29 14:18:00.518
WCCILevent      28602 1094320 1282532 15:18:21 10:01:22      63.33  2017.03.29 14:19:00.525
WCCILevent      28602 1094320 1282532 15:19:21 10:01:59      61.67  2017.03.29 14:20:00.525
WCCILevent      28602 1094320 1282532 15:20:21 10:02:37      63.33  2017.03.29 14:21:00.517
WCCILevent      28602 1094320 1282532 15:21:21 10:03:15      63.33  2017.03.29 14:22:00.528
WCCILevent      28602 1094320 1282532 15:22:21 10:03:53      63.33  2017.03.29 14:23:00.524
WCCILevent      28602 1094320 1282532 15:23:21 10:04:31      63.33  2017.03.29 14:24:00.516
WCCILevent      28602 1094320 1282532 15:24:21 10:05:08      61.67  2017.03.29 14:25:00.516
WCCILevent      28602 1094320 1282532 15:25:21 10:05:46      63.33  2017.03.29 14:26:00.516
WCCILevent      28602 1094320 1282532 15:26:21 10:06:23      61.67  2017.03.29 14:27:00.518
WCCILevent      28602 1094320 1282532 15:27:21 10:07:01      63.33  2017.03.29 14:28:00.521
WCCILevent      28602 1094320 1282532 15:28:21 10:07:38      61.67  2017.03.29 14:29:00.518
WCCILevent      28602 1094320 1282532 15:29:21 10:08:15      61.67  2017.03.29 14:30:00.530
WCCILevent      28602 1094320 1282532 15:30:21 10:08:53      63.33  2017.03.29 14:31:00.522
WCCILevent      28602 1094320 1282532 15:31:21 10:09:30      61.67  2017.03.29 14:32:00.516
WCCILevent      28602 1094320 1282532 15:32:21 10:10:07      61.67  2017.03.29 14:33:00.518
WCCILevent      28602 1094320 1282532 15:33:21 10:10:45      63.33  2017.03.29 14:34:00.518
WCCILevent      28602 1094320 1282532 15:34:21 10:11:22      61.67  2017.03.29 14:35:00.522
WCCILevent      28602 1094320 1282532 15:35:21 10:11:59      61.67  2017.03.29 14:36:00.519
WCCILevent      28602 1094320 1282532 15:36:21 10:12:37      63.33  2017.03.29 14:37:00.516
WCCILevent      28602 1094320 1282532 15:37:21 10:13:15      63.33  2017.03.29 14:38:00.520
WCCILevent      28602 1094320 1282532 15:38:21 10:13:52      61.67  2017.03.29 14:39:00.527
WCCILevent      28602 1094320 1282532 15:39:21 10:14:30      63.33  2017.03.29 14:40:00.526
WCCILevent      28602 1094320 1282532 15:40:21 10:15:08      63.33  2017.03.29 14:41:00.517
WCCILevent      28602 1094320 1282532 15:41:21 10:15:45      61.67  2017.03.29 14:42:00.517
WCCILevent      28602 1094320 1282532 15:42:21 10:16:21      60.00  2017.03.29 14:43:00.525
WCCILevent      28602 1094320 1282532 15:43:21 10:16:57      60.00  2017.03.29 14:44:00.520
WCCILevent      28602 1094320 1282532 15:44:21 10:17:32      58.33  2017.03.29 14:45:00.516
WCCILevent      28602 1094320 1282532 15:45:21 10:18:08      60.00  2017.03.29 14:46:00.518
WCCILevent      28602 1094320 1282532 15:46:21 10:18:44      60.00  2017.03.29 14:47:00.522
WCCILevent      28602 1094320 1282532 15:47:21 10:19:19      58.33  2017.03.29 14:48:00.517
WCCILevent      28602 1094320 1282532 15:48:21 10:19:55      60.00  2017.03.29 14:49:00.518
WCCILevent      28602 1094320 1282532 15:49:21 10:20:31      60.00  2017.03.29 14:50:00.516
WCCILevent      28602 1094320 1282532 15:50:21 10:21:06      58.33  2017.03.29 14:51:00.518
WCCILevent      28602 1094320 1282532 15:51:21 10:21:42      60.00  2017.03.29 14:52:00.516
WCCILevent      28602 1094320 1282532 15:52:21 10:22:17      58.33  2017.03.29 14:53:00.517
WCCILevent      28602 1094320 1282532 15:53:21 10:22:53      60.00  2017.03.29 14:54:00.525
WCCILevent      28602 1094320 1282532 15:54:21 10:23:30      61.67  2017.03.29 14:55:00.519
WCCILevent      28602 1094320 1282532 15:55:21 10:24:05      58.33  2017.03.29 14:56:00.525
WCCILevent      28602 1094320 1282532 15:56:21 10:24:41      60.00  2017.03.29 14:57:00.516
WCCILevent      28602 1094320 1282532 15:57:21 10:25:17      60.00  2017.03.29 14:58:00.516
WCCILevent      28602 1094320 1282532 15:58:21 10:25:52      58.33  2017.03.29 14:59:00.517
WCCILevent      28602 1094320 1282532 15:59:21 10:26:28      60.00  2017.03.29 15:00:00.517
WCCILevent      28602 1094320 1282532 16:00:21 10:27:04      60.00  2017.03.29 15:01:00.516
WCCILevent      28602 1094320 1282532 16:01:21 10:27:43      65.00  2017.03.29 15:02:00.515
WCCILevent      28602 1094320 1282532 16:02:21 10:28:22      65.00  2017.03.29 15:03:00.516
WCCILevent      28602 1094320 1282532 16:03:21 10:29:01      65.00  2017.03.29 15:04:00.515
WCCILevent      28602 1094320 1282532 16:04:21 10:29:40      65.00  2017.03.29 15:05:00.517
WCCILevent      28602 1094320 1282532 16:05:21 10:30:18      63.33  2017.03.29 15:06:00.533
WCCILevent      28602 1094320 1282532 16:06:21 10:30:57      65.00  2017.03.29 15:07:00.515
WCCILevent      28602 1094320 1282532 16:07:21 10:31:36      65.00  2017.03.29 15:08:00.518
WCCILevent      28602 1094320 1282532 16:08:21 10:32:14      63.33  2017.03.29 15:09:00.516
WCCILevent      28602 1094320 1282532 16:09:21 10:32:53      65.00  2017.03.29 15:10:00.515
WCCILevent      28602 1094320 1282532 16:10:21 10:33:31      63.33  2017.03.29 15:11:00.516
WCCILevent      28602 1094320 1282532 16:11:21 10:34:10      65.00  2017.03.29 15:12:00.517
WCCILevent      28602 1094320 1282532 16:12:21 10:34:49      65.00  2017.03.29 15:13:00.517
WCCILevent      28602 1094320 1282532 16:13:21 10:35:28      65.00  2017.03.29 15:14:00.516
WCCILevent      28602 1094320 1282532 16:14:21 10:36:06      63.33  2017.03.29 15:15:00.517
WCCILevent      28602 1094320 1282532 16:15:21 10:36:44      63.33  2017.03.29 15:16:00.517
WCCILevent      28602 1094320 1282532 16:16:21 10:37:23      65.00  2017.03.29 15:17:00.517
WCCILevent      28602 1094320 1282532 16:17:21 10:38:02      65.00  2017.03.29 15:18:00.515
WCCILevent      28602 1094320 1282532 16:18:21 10:38:39      61.67  2017.03.29 15:19:00.518
WCCILevent      28602 1094320 1282532 16:19:21 10:39:15      60.00  2017.03.29 15:20:00.516
WCCILevent      28602 1094320 1282532 16:20:21 10:39:53      63.33  2017.03.29 15:21:00.518
WCCILevent      28602 1094320 1282532 16:21:21 10:40:32      65.00  2017.03.29 15:22:00.517
WCCILevent      28602 1094320 1282532 16:22:21 10:41:11      65.00  2017.03.29 15:23:00.516
WCCILevent      28602 1094320 1282532 16:23:21 10:41:50      65.00  2017.03.29 15:24:00.518
WCCILevent      28602 1094320 1282532 16:24:21 10:42:29      65.00  2017.03.29 15:25:00.517
WCCILevent      28602 1094320 1282532 16:25:21 10:43:08      65.00  2017.03.29 15:26:00.517
WCCILevent      28602 1094320 1282532 16:26:21 10:43:47      65.00  2017.03.29 15:27:00.516
WCCILevent      28602 1094320 1282532 16:27:21 10:44:26      65.00  2017.03.29 15:28:00.516
WCCILevent      28602 1094320 1282532 16:28:21 10:45:05      65.00  2017.03.29 15:29:00.517
WCCILevent      28602 1094320 1282532 16:29:21 10:45:44      65.00  2017.03.29 15:30:00.516
WCCILevent      28602 1094320 1282532 16:30:21 10:46:22      63.33  2017.03.29 15:31:00.517
WCCILevent      28602 1094320 1282532 16:31:21 10:47:01      65.00  2017.03.29 15:32:00.515
WCCILevent      28602 1094320 1282532 16:32:21 10:47:40      65.00  2017.03.29 15:33:00.516
WCCILevent      28602 1094320 1282532 16:33:21 10:48:19      65.00  2017.03.29 15:34:00.518
WCCILevent      28602 1094320 1282532 16:34:21 10:48:58      65.00  2017.03.29 15:35:00.518
WCCILevent      28602 1094320 1282532 16:35:21 10:49:37      65.00  2017.03.29 15:36:00.515
WCCILevent      28602 1094320 1282532 16:36:21 10:50:15      63.33  2017.03.29 15:37:00.527
WCCILevent      28602 1094320 1282532 16:37:21 10:50:54      65.00  2017.03.29 15:38:00.516
WCCILevent      28602 1094320 1282532 16:38:21 10:51:33      65.00  2017.03.29 15:39:00.517
WCCILevent      28602 1094320 1282532 16:39:21 10:52:12      65.00  2017.03.29 15:40:00.516
WCCILevent      28602 1094320 1282532 16:40:21 10:52:51      65.00  2017.03.29 15:41:00.516
WCCILevent      28602 1094320 1282532 16:41:21 10:53:30      65.00  2017.03.29 15:42:00.522
WCCILevent      28602 1094320 1282532 16:42:21 10:54:08      63.33  2017.03.29 15:43:00.517
WCCILevent      28602 1094320 1282532 16:43:21 10:54:47      65.00  2017.03.29 15:44:00.517
WCCILevent      28602 1094320 1282532 16:44:21 10:55:26      65.00  2017.03.29 15:45:00.519
WCCILevent      28602 1094320 1282532 16:45:21 10:56:05      65.00  2017.03.29 15:46:00.518
WCCILevent      28602 1094320 1282532 16:46:21 10:56:44      65.00  2017.03.29 15:47:00.518
WCCILevent      28602 1094320 1282532 16:47:21 10:57:23      65.00  2017.03.29 15:48:00.521
WCCILevent      28602 1094320 1282532 16:48:21 10:58:01      63.33  2017.03.29 15:49:00.520
WCCILevent      28602 1094320 1282532 16:49:21 10:58:40      65.00  2017.03.29 15:50:00.518
WCCILevent      28602 1094320 1282532 16:50:21 10:59:19      65.00  2017.03.29 15:51:00.515
WCCILevent      28602 1094320 1282532 16:51:21 10:59:58      65.00  2017.03.29 15:52:00.516
WCCILevent      28602 1094320 1282532 16:52:21 11:00:37      65.00  2017.03.29 15:53:00.519
WCCILevent      28602 1094320 1282532 16:53:21 11:01:16      65.00  2017.03.29 15:54:00.520
WCCILevent      28602 1094320 1282532 16:54:21 11:01:54      63.33  2017.03.29 15:55:00.518
WCCILevent      28602 1094320 1282532 16:55:21 11:02:33      65.00  2017.03.29 15:56:00.517
WCCILevent      28602 1094320 1282532 16:56:21 11:03:12      65.00  2017.03.29 15:57:00.615
WCCILevent      28602 1094320 1282532 16:57:21 11:03:51      65.00  2017.03.29 15:58:00.516
WCCILevent      28602 1094320 1282532 16:58:21 11:04:30      65.00  2017.03.29 15:59:00.515
WCCILevent      28602 1094320 1282532 16:59:21 11:05:09      65.00  2017.03.29 16:00:00.516
WCCILevent      28602 1094320 1282532 17:00:21 11:05:48      65.00  2017.03.29 16:01:00.517
WCCILevent      28602 1094320 1282532 17:01:21 11:06:27      65.00  2017.03.29 16:02:00.517
WCCILevent      28602 1094320 1282532 17:02:21 11:07:05      63.33  2017.03.29 16:03:00.515
WCCILevent      28602 1094320 1282532 17:03:21 11:07:44      65.00  2017.03.29 16:04:00.516
WCCILevent      28602 1094320 1282532 17:04:21 11:08:23      65.00  2017.03.29 16:05:00.516
WCCILevent      28602 1094320 1282532 17:05:21 11:09:02      65.00  2017.03.29 16:06:00.520
WCCILevent      28602 1094320 1282532 17:06:21 11:09:41      65.00  2017.03.29 16:07:00.521
WCCILevent      28602 1094320 1282532 17:07:21 11:10:19      63.33  2017.03.29 16:08:00.516
WCCILevent      28602 1094320 1282532 17:08:21 11:10:58      65.00  2017.03.29 16:09:00.517
WCCILevent      28602 1094320 1282532 17:09:21 11:11:37      65.00  2017.03.29 16:10:00.518
WCCILevent      28602 1094320 1282532 17:10:21 11:12:15      63.33  2017.03.29 16:11:00.516
WCCILevent      28602 1094320 1282532 17:11:21 11:12:54      65.00  2017.03.29 16:12:00.515
WCCILevent      28602 1094320 1282532 17:12:21 11:13:33      65.00  2017.03.29 16:13:00.516
WCCILevent      28602 1094320 1282532 17:13:21 11:14:12      65.00  2017.03.29 16:14:00.516
WCCILevent      28602 1094320 1282532 17:14:21 11:14:50      63.33  2017.03.29 16:15:00.517
WCCILevent      28602 1094320 1282532 17:15:21 11:15:29      65.00  2017.03.29 16:16:00.518
WCCILevent      28602 1094320 1282532 17:16:21 11:16:08      65.00  2017.03.29 16:17:00.515
WCCILevent      28602 1094320 1282532 17:17:21 11:16:47      65.00  2017.03.29 16:18:00.516
WCCILevent      28602 1094320 1282532 17:18:21 11:17:25      63.33  2017.03.29 16:19:00.516
WCCILevent      28602 1094320 1282532 17:19:21 11:18:04      65.00  2017.03.29 16:20:00.521
WCCILevent      28602 1094320 1282532 17:20:21 11:18:43      65.00  2017.03.29 16:21:00.517
WCCILevent      28602 1094320 1282532 17:21:21 11:19:22      65.00  2017.03.29 16:22:00.516
WCCILevent      28602 1094320 1282532 17:22:21 11:20:01      65.00  2017.03.29 16:23:00.516
WCCILevent      28602 1094320 1282532 17:23:21 11:20:40      65.00  2017.03.29 16:24:00.518
WCCILevent      28602 1094320 1282532 17:24:21 11:21:19      65.00  2017.03.29 16:25:00.516
WCCILevent      28602 1094320 1282532 17:25:21 11:21:57      63.33  2017.03.29 16:26:00.516
WCCILevent      28602 1094320 1282532 17:26:21 11:22:36      65.00  2017.03.29 16:27:00.517
WCCILevent      28602 1094320 1282532 17:27:21 11:23:15      65.00  2017.03.29 16:28:00.517
WCCILevent      28602 1094320 1282532 17:28:21 11:23:54      65.00  2017.03.29 16:29:00.518
WCCILevent      28602 1094320 1282532 17:29:21 11:24:33      65.00  2017.03.29 16:30:00.517
WCCILevent      28602 1094320 1282532 17:30:21 11:25:12      65.00  2017.03.29 16:31:00.516
WCCILevent      28602 1094320 1282532 17:31:21 11:25:50      63.33  2017.03.29 16:32:00.516
WCCILevent      28602 1094320 1282532 17:32:21 11:26:29      65.00  2017.03.29 16:33:00.516
WCCILevent      28602 1094320 1282532 17:33:21 11:27:08      65.00  2017.03.29 16:34:00.519
WCCILevent      28602 1094320 1282532 17:34:21 11:27:47      65.00  2017.03.29 16:35:00.516
WCCILevent      28602 1094320 1282532 17:35:21 11:28:26      65.00  2017.03.29 16:36:00.524
WCCILevent      28602 1094320 1282532 17:36:21 11:29:04      63.33  2017.03.29 16:37:00.526
WCCILevent      28602 1094320 1282532 17:37:21 11:29:43      65.00  2017.03.29 16:38:00.516
WCCILevent      28602 1094320 1282532 17:38:21 11:30:22      65.00  2017.03.29 16:39:00.516
WCCILevent      28602 1094320 1282532 17:39:21 11:31:01      65.00  2017.03.29 16:40:00.516
WCCILevent      28602 1094320 1282532 17:40:21 11:31:39      63.33  2017.03.29 16:41:00.516
WCCILevent      28602 1094320 1282532 17:41:21 11:32:18      65.00  2017.03.29 16:42:00.516
WCCILevent      28602 1094320 1282532 17:42:21 11:32:57      65.00  2017.03.29 16:43:00.516
WCCILevent      28602 1094320 1282532 17:43:21 11:33:36      65.00  2017.03.29 16:44:00.515
WCCILevent      28602 1094320 1282532 17:44:21 11:34:14      63.33  2017.03.29 16:45:00.518
WCCILevent      28602 1094320 1282532 17:45:21 11:34:53      65.00  2017.03.29 16:46:00.520
WCCILevent      28602 1094320 1282532 17:46:21 11:35:32      65.00  2017.03.29 16:47:00.519
WCCILevent      28602 1094320 1282532 17:47:21 11:36:10      63.33  2017.03.29 16:48:00.528
WCCILevent      28602 1094320 1282532 17:48:21 11:36:49      65.00  2017.03.29 16:49:00.520
WCCILevent      28602 1094320 1282532 17:49:21 11:37:28      65.00  2017.03.29 16:50:00.515
WCCILevent      28602 1094320 1282532 17:50:21 11:38:07      65.00  2017.03.29 16:51:00.515
WCCILevent      28602 1094320 1282532 17:51:21 11:38:45      63.33  2017.03.29 16:52:00.517
WCCILevent      28602 1094320 1282532 17:52:21 11:39:24      65.00  2017.03.29 16:53:00.516
WCCILevent      28602 1094320 1282532 17:53:21 11:40:01      61.67  2017.03.29 16:54:00.516
WCCILevent      28602 1094320 1282532 17:54:21 11:40:37      60.00  2017.03.29 16:55:00.517
WCCILevent      28602 1094320 1282532 17:55:21 11:41:13      60.00  2017.03.29 16:56:00.520
WCCILevent      28602 1094320 1282532 17:56:21 11:41:49      60.00  2017.03.29 16:57:00.518
WCCILevent      28602 1094320 1282532 17:57:21 11:42:28      65.00  2017.03.29 16:58:00.518
WCCILevent      28602 1094320 1282532 17:58:21 11:43:07      65.00  2017.03.29 16:59:00.517
WCCILevent      28602 1094320 1282532 17:59:21 11:43:46      65.00  2017.03.29 17:00:00.516
WCCILevent      28602 1094320 1282532 18:00:21 11:44:25      65.00  2017.03.29 17:01:00.516
WCCILevent      28602 1094320 1282532 18:01:21 11:45:04      65.00  2017.03.29 17:02:00.515
WCCILevent      28602 1094320 1282532 18:02:21 11:45:43      65.00  2017.03.29 17:03:00.517
WCCILevent      28602 1094320 1282532 18:03:21 11:46:21      63.33  2017.03.29 17:04:00.516
WCCILevent      28602 1094320 1282532 18:04:21 11:47:00      65.00  2017.03.29 17:05:00.517
WCCILevent      28602 1094320 1282532 18:05:21 11:47:39      65.00  2017.03.29 17:06:00.517
WCCILevent      28602 1094320 1282532 18:06:21 11:48:18      65.00  2017.03.29 17:07:00.516
WCCILevent      28602 1094320 1282532 18:07:21 11:48:57      65.00  2017.03.29 17:08:00.517
WCCILevent      28602 1094320 1282532 18:08:21 11:49:35      63.33  2017.03.29 17:09:00.515
WCCILevent      28602 1094320 1282532 18:09:21 11:50:14      65.00  2017.03.29 17:10:00.525
WCCILevent      28602 1094320 1282532 18:10:21 11:50:53      65.00  2017.03.29 17:11:00.515
WCCILevent      28602 1094320 1282532 18:11:21 11:51:32      65.00  2017.03.29 17:12:00.524
WCCILevent      28602 1094320 1282532 18:12:21 11:52:11      65.00  2017.03.29 17:13:00.518
WCCILevent      28602 1094320 1282532 18:13:21 11:52:49      63.33  2017.03.29 17:14:00.517
WCCILevent      28602 1094320 1282532 18:14:21 11:53:28      65.00  2017.03.29 17:15:00.517
WCCILevent      28602 1094320 1282532 18:15:21 11:54:07      65.00  2017.03.29 17:16:00.517
WCCILevent      28602 1094320 1282532 18:16:21 11:54:45      63.33  2017.03.29 17:17:00.519
WCCILevent      28602 1094320 1282532 18:17:21 11:55:24      65.00  2017.03.29 17:18:00.518
WCCILevent      28602 1094320 1282532 18:18:21 11:56:03      65.00  2017.03.29 17:19:00.519
WCCILevent      28602 1094320 1282532 18:19:21 11:56:42      65.00  2017.03.29 17:20:00.518
WCCILevent      28602 1094320 1282532 18:20:21 11:57:21      65.00  2017.03.29 17:21:00.517
WCCILevent      28602 1094320 1282532 18:21:21 11:58:00      65.00  2017.03.29 17:22:00.516
WCCILevent      28602 1094320 1282532 18:22:21 11:58:38      63.33  2017.03.29 17:23:00.517
WCCILevent      28602 1094320 1282532 18:23:21 11:59:17      65.00  2017.03.29 17:24:00.515
WCCILevent      28602 1094320 1282532 18:24:21 11:59:56      65.00  2017.03.29 17:25:00.515
WCCILevent      28602 1094320 1282532 18:26:21 12:01:14      65.00  2017.03.29 17:27:00.518
WCCILevent      28602 1094320 1282532 18:27:21 12:01:52      63.33  2017.03.29 17:28:00.517
WCCILevent      28602 1094320 1282532 18:28:21 12:02:31      65.00  2017.03.29 17:29:00.515
WCCILevent      28602 1094320 1282532 18:29:21 12:03:10      65.00  2017.03.29 17:30:00.517
WCCILevent      28602 1094320 1282532 18:30:21 12:03:49      65.00  2017.03.29 17:31:00.516
WCCILevent      28602 1094320 1282532 18:31:21 12:04:27      63.33  2017.03.29 17:32:00.517
WCCILevent      28602 1094320 1282532 18:32:21 12:05:06      65.00  2017.03.29 17:33:00.517
WCCILevent      28602 1094320 1282532 18:33:21 12:05:44      63.33  2017.03.29 17:34:00.516
WCCILevent      28602 1094320 1282532 18:34:21 12:06:23      65.00  2017.03.29 17:35:00.519
WCCILevent      28602 1094320 1282532 18:35:21 12:07:02      65.00  2017.03.29 17:36:00.518
WCCILevent      28602 1094320 1282532 18:36:21 12:07:38      60.00  2017.03.29 17:37:00.518
WCCILevent      28602 1094320 1282532 18:37:21 12:08:14      60.00  2017.03.29 17:38:00.520
WCCILevent      28602 1094320 1282532 18:38:21 12:08:50      60.00  2017.03.29 17:39:00.518
WCCILevent      28602 1094320 1282532 18:39:21 12:09:26      60.00  2017.03.29 17:40:00.517
WCCILevent      28602 1094320 1282532 18:40:21 12:10:02      60.00  2017.03.29 17:41:00.518
WCCILevent      28602 1094320 1282532 18:41:21 12:10:38      60.00  2017.03.29 17:42:00.518
WCCILevent      28602 1094320 1282532 18:42:21 12:11:14      60.00  2017.03.29 17:43:00.517
WCCILevent      28602 1094320 1282532 18:43:21 12:11:49      58.33  2017.03.29 17:44:00.516
WCCILevent      28602 1094320 1282532 18:44:21 12:12:25      60.00  2017.03.29 17:45:00.517
WCCILevent      28602 1094320 1282532 18:45:21 12:13:01      60.00  2017.03.29 17:46:00.516
WCCILevent      28602 1094320 1282532 18:46:21 12:13:40      65.00  2017.03.29 17:47:00.520
WCCILevent      28602 1094320 1282532 18:47:21 12:14:19      65.00  2017.03.29 17:48:00.517
WCCILevent      28602 1094320 1282532 18:48:21 12:14:58      65.00  2017.03.29 17:49:00.517
WCCILevent      28602 1094320 1282532 18:49:21 12:15:37      65.00  2017.03.29 17:50:00.516
WCCILevent      28602 1094320 1282532 18:50:21 12:16:16      65.00  2017.03.29 17:51:00.517
WCCILevent      28602 1094320 1282532 18:51:21 12:16:55      65.00  2017.03.29 17:52:00.517
WCCILevent      28602 1094320 1282532 18:52:21 12:17:34      65.00  2017.03.29 17:53:00.518
WCCILevent      28602 1094320 1282532 18:53:21 12:18:12      63.33  2017.03.29 17:54:00.516
WCCILevent      28602 1094320 1282532 18:54:21 12:18:48      60.00  2017.03.29 17:55:00.516
WCCILevent      28602 1094320 1282532 18:55:21 12:19:24      60.00  2017.03.29 17:56:00.517
WCCILevent      28602 1094320 1282532 18:56:21 12:20:00      60.00  2017.03.29 17:57:00.517
WCCILevent      28602 1094320 1282532 18:57:21 12:20:36      60.00  2017.03.29 17:58:00.533
WCCILevent      28602 1094320 1282532 18:58:21 12:21:12      60.00  2017.03.29 17:59:00.519
WCCILevent      28602 1094320 1282532 18:59:21 12:21:48      60.00  2017.03.29 18:00:00.517
WCCILevent      28602 1094320 1282532 19:00:21 12:22:23      58.33  2017.03.29 18:01:00.517
WCCILevent      28602 1094320 1282532 19:01:21 12:22:59      60.00  2017.03.29 18:02:00.516
WCCILevent      28602 1094320 1282532 19:02:21 12:23:35      60.00  2017.03.29 18:03:00.517
WCCILevent      28602 1094320 1282532 19:03:21 12:24:10      58.33  2017.03.29 18:04:00.516
WCCILevent      28602 1094320 1282532 19:04:21 12:24:46      60.00  2017.03.29 18:05:00.516
WCCILevent      28602 1094320 1282532 19:05:21 12:25:21      58.33  2017.03.29 18:06:00.517
WCCILevent      28602 1094320 1282532 19:06:21 12:25:57      60.00  2017.03.29 18:07:00.517
WCCILevent      28602 1094320 1282532 19:07:21 12:26:33      60.00  2017.03.29 18:08:00.520
